0.01	281.01	110.01	216.01	89.01	0.01	291.01	14.01	284.01	372.01	87.01	0.01	269.01	0.01	0.01	538.01	540.01	0.01	0.01	0.01	0.01	0.01	0.01	556.01	134.01
0.01	440.01	0.01	214.01	0.01	0.01	0.01	0.01	566.01	350.01	261.01	0.01	0.01	256.01	0.01	423.01	105.01	0.01	0.01	0.01	0.01	0.01	55.01	929.01	0.01
0.01	69.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	3363.01	0.01
0.01	40.01	131.01	127.01	336.01	0.01	1673.01	0.01	80.01	216.01	0.01	0.01	0.01	0.01	57.01	0.01	267.01	271.01	0.01	57.01	150.01	0.01	0.01	0.01	0.01
0.01	0.01	0.01	1.01	0.01	0.01	0.01	1246.01	0.01	0.01	0.01	1944.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	73.01
0.01	1075.01	0.01	775.01	0.01	0.01	0.01	618.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	698.01	0.01
0.01	105.01	2.01	448.01	0.01	0.01	502.01	174.01	831.01	0.01	0.01	353.01	0.01	258.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	93.01	0.01	260.01	122.01
0.01	127.01	76.01	0.01	0.01	0.01	100.01	0.01	0.01	75.01	23.01	0.01	128.01	0.01	0.01	0.01	795.01	1405.01	0.01	402.01	0.01	0.01	0.01	0.01	0.01
0.01	0.01	0.01	267.01	0.01	0.01	198.01	0.01	1858.01	0.01	0.01	0.01	0.01	508.01	0.01	0.01	0.01	10.01	0.01	95.01	0.01	0.01	135.01	0.01	0.01
0.01	163.01	0.01	109.01	0.01	0.01	0.01	1302.01	0.01	0.01	264.01	227.01	0.01	0.01	0.01	0.01	255.01	0.01	0.01	0.01	131.01	0.01	0.01	0.01	571.01
208.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	1819.01	0.01	0.01	267.01	49.01	0.01	0.01	0.01	118.01	0.01	281.01	0.01	112.01	159.01	0.01	0.01	0.01
0.01	0.01	250.01	0.01	0.01	0.01	701.01	0.01	0.01	94.01	278.01	0.01	178.01	0.01	263.01	0.01	486.01	439.01	0.01	0.01	307.01	0.01	0.01	0.01	0.01
0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	379.01	1084.01	0.01	0.01	251.01	0.01	0.01	0.01	0.01	0.01	488.01	0.01	776.01
172.01	275.01	0.01	370.01	0.01	0.01	0.01	0.01	780.01	0.01	23.01	0.01	0.01	0.01	140.01	0.01	0.01	0.01	739.01	0.01	49.01	217.01	0.01	101.01	59.01
279.01	0.01	121.01	135.01	0.01	0.01	676.01	3.01	1065.01	0.01	0.01	0.01	0.01	378.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	235.01	0.01	0.01	0.01
0.01	0.01	0.01	1575.01	0.01	0.01	0.01	0.01	107.01	0.01	0.01	0.01	0.01	0.01	0.01	737.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	370.01
0.01	281.01	0.01	524.01	0.01	0.01	0.01	0.01	37.01	0.01	253.01	191.01	96.01	0.01	0.01	109.01	414.01	48.01	0.01	0.01	82.01	0.01	273.01	0.01	467.01
709.01	0.01	0.01	0.01	0.01	0.01	47.01	153.01	0.01	0.01	210.01	0.01	139.01	0.01	436.01	0.01	0.01	193.01	0.01	0.01	0.01	193.01	336.01	0.01	351.01
0.01	1.01	153.01	25.01	0.01	0.01	0.01	109.01	0.01	0.01	0.01	0.01	503.01	635.01	412.01	0.01	133.01	76.01	0.01	61.01	216.01	439.01	0.01	0.01	0.01
136.01	0.01	56.01	72.01	27.01	0.01	527.01	16.01	535.01	0.01	0.01	0.01	0.01	429.01	0.01	0.01	473.01	125.01	0.01	70.01	0.01	233.01	0.01	0.01	0.01
758.01	58.01	0.01	0.01	0.01	0.01	0.01	30.01	0.01	0.01	0.01	0.01	116.01	0.01	0.01	0.01	602.01	0.01	0.01	0.01	554.01	0.01	550.01	0.01	0.01
0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	180.01	0.01	0.01	0.01	0.01	0.01	2437.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
447.01	174.01	0.01	56.01	0.01	0.01	125.01	0.01	1075.01	77.01	0.01	0.01	0.01	0.01	167.01	0.01	0.01	165.01	105.01	0.01	0.01	0.01	0.01	161.01	59.01
0.01	793.01	93.01	459.01	0.01	0.01	0.01	201.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	422.01	0.01	0.01	0.01	0.01	0.01	0.01	637.01	0.01
0.01	120.01	226.01	409.01	0.01	0.01	0.01	863.01	0.01	0.01	63.01	0.01	0.01	0.01	0.01	520.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	400.01
0.01	167.01	268.01	0.01	0.01	0.01	511.01	0.01	104.01	237.01	269.01	1.01	50.01	386.01	144.01	0.01	172.01	174.01	0.01	0.01	0.01	0.01	0.01	0.01	93.01
0.01	38.01	2310.01	94.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	131.01	0.01
0.01	0.01	48.01	0.01	0.01	1.01	0.01	139.01	0.01	0.01	87.01	1703.01	347.01	0.01	0.01	0.01	108.01	0.01	112.01	0.01	0.01	0.01	0.01	0.01	0.01
0.01	71.01	191.01	55.01	0.01	57.01	107.01	257.01	639.01	0.01	122.01	0.01	67.01	258.01	0.01	0.01	179.01	0.01	0.01	0.01	194.01	245.01	0.01	0.01	98.01
544.01	0.01	0.01	88.01	332.01	0.01	489.01	0.01	692.01	0.01	0.01	0.01	0.01	0.01	210.01	12.01	66.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	87.01
346.01	0.01	29.01	0.01	16.01	0.01	854.01	65.01	0.01	0.01	164.01	0.01	23.01	0.01	52.01	0.01	213.01	111.01	1.01	0.01	0.01	375.01	180.01	0.01	0.01
0.01	0.01	205.01	0.01	0.01	0.01	0.01	0.01	0.01	822.01	0.01	0.01	71.01	690.01	0.01	235.01	0.01	53.01	0.01	265.01	0.01	45.01	0.01	0.01	0.01
0.01	0.01	0.01	304.01	0.01	0.01	0.01	1045.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	329.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	691.01	0.01
0.01	193.01	0.01	110.01	0.01	0.01	0.01	0.01	502.01	103.01	121.01	0.01	0.01	813.01	0.01	114.01	0.01	0.01	0.01	0.01	147.01	0.01	120.01	0.01	137.01
0.01	0.01	0.01	0.01	0.01	1.01	128.01	0.01	859.01	0.01	55.01	0.01	135.01	376.01	215.01	0.01	0.01	0.01	0.01	0.01	239.01	221.01	0.01	0.01	114.01
270.01	0.01	0.01	0.01	0.01	0.01	1684.01	0.01	115.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	194.01	0.01	46.01	0.01	0.01	0.01	0.01	0.01
0.01	0.01	0.01	0.01	0.01	0.01	38.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	88.01	0.01	0.01	0.01	198.01	589.01	758.01	0.01	618.01
192.01	0.01	0.01	51.01	0.01	0.01	0.01	492.01	0.01	0.01	39.01	0.01	94.01	0.01	0.01	0.01	100.01	0.01	804.01	39.01	207.01	0.01	260.01	0.01	0.01
0.01	47.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	2212.01
98.01	55.01	0.01	150.01	99.01	0.01	463.01	9.01	445.01	0.01	0.01	223.01	0.01	211.01	0.01	0.01	147.01	191.01	4.01	0.01	96.01	0.01	0.01	0.01	64.01
0.01	0.01	0.01	51.01	160.01	0.01	0.01	91.01	0.01	53.01	39.01	0.01	28.01	0.01	0.01	0.01	0.01	148.01	855.01	294.01	0.01	410.01	12.01	0.01	92.01
0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	2218.01	0.01
0.01	2.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	882.01	0.01	1328.01	0.01	0.01	0.01	0.01	0.01
0.01	140.01	0.01	46.01	0.01	0.01	0.01	0.01	1260.01	0.01	0.01	0.01	0.01	0.01	238.01	0.01	0.01	27.01	0.01	0.01	194.01	258.01	0.01	0.01	14.01
0.01	0.01	0.01	0.01	0.01	0.01	57.01	0.01	0.01	2115.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
0.01	730.01	0.01	186.01	0.01	0.01	160.01	179.01	0.01	0.01	0.01	0.01	0.01	172.01	144.01	259.01	32.01	0.01	0.01	0.01	0.01	0.01	148.01	129.01	0.01
145.01	117.01	79.01	52.01	125.01	0.01	781.01	0.01	249.01	114.01	0.01	0.01	0.01	150.01	0.01	106.01	122.01	0.01	0.01	0.01	0.01	75.01	0.01	0.01	0.01
0.01	0.01	0.01	148.01	0.01	0.01	0.01	503.01	0.01	0.01	0.01	655.01	0.01	0.01	0.01	464.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	120.01	220.01
0.01	272.01	0.01	121.01	0.01	0.01	67.01	103.01	0.01	141.01	0.01	0.01	0.01	0.01	0.01	161.01	62.01	359.01	0.01	0.01	0.01	0.01	0.01	764.01	55.01
0.01	131.01	0.01	3.01	169.01	0.01	61.01	1453.01	0.01	0.01	0.01	0.01	26.01	0.01	0.01	0.01	60.01	44.01	0.01	116.01	0.01	0.01	0.01	0.01	0.01
301.01	0.01	0.01	217.01	74.01	0.01	389.01	0.01	394.01	138.01	87.01	0.01	0.01	0.01	0.01	0.01	202.01	254.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
0.01	485.01	0.01	723.01	0.01	0.01	86.01	133.01	10.01	118.01	0.01	65.01	22.01	1.01	0.01	0.01	73.01	73.01	0.01	93.01	0.01	0.01	0.01	0.01	164.01
259.01	0.01	42.01	127.01	117.01	0.01	383.01	0.01	0.01	50.01	0.01	0.01	69.01	135.01	100.01	0.01	41.01	162.01	0.01	203.01	0.01	265.01	0.01	80.01	0.01
311.01	0.01	119.01	214.01	90.01	0.01	0.01	99.01	325.01	0.01	54.01	0.01	30.01	290.01	305.01	0.01	0.01	7.01	0.01	0.01	42.01	0.01	0.01	0.01	140.01
263.01	7.01	0.01	0.01	443.01	0.01	0.01	148.01	0.01	0.01	0.01	171.01	149.01	0.01	0.01	0.01	73.01	5.01	216.01	0.01	335.01	0.01	0.01	0.01	208.01
0.01	0.01	387.01	229.01	0.01	0.01	0.01	0.01	0.01	351.01	218.01	0.01	0.01	13.01	0.01	237.01	199.01	98.01	0.01	109.01	0.01	32.01	0.01	0.01	129.01
113.01	0.01	0.01	0.01	0.01	0.01	0.01	163.01	329.01	0.01	159.01	256.01	45.01	0.01	293.01	0.01	0.01	0.01	506.01	60.01	51.01	0.01	0.01	0.01	0.01
0.01	0.01	0.01	0.01	91.01	0.01	179.01	0.01	337.01	0.01	0.01	0.01	0.01	0.01	0.01	980.01	0.01	0.01	140.01	39.01	0.01	0.01	0.01	169.01	40.01
0.01	0.01	95.01	0.01	0.01	0.01	231.01	0.01	0.01	0.01	50.01	0.01	0.01	506.01	375.01	0.01	0.01	0.01	0.01	0.01	0.01	677.01	37.01	0.01	0.01
123.01	0.01	0.01	106.01	0.01	0.01	32.01	380.01	0.01	0.01	110.01	107.01	134.01	469.01	0.01	0.01	94.01	0.01	243.01	0.01	148.01	1.01	0.01	0.01	0.01
2.01	0.01	14.01	122.01	0.01	0.01	0.01	317.01	0.01	0.01	0.01	0.01	76.01	394.01	0.01	190.01	355.01	0.01	0.01	0.01	84.01	0.01	0.01	383.01	0.01
99.01	122.01	118.01	0.01	0.01	0.01	330.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	68.01	0.01	0.01	0.01	873.01	99.01	0.01	223.01
0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	1918.01	0.01	0.01	0.01
6.01	77.01	138.01	142.01	0.01	0.01	482.01	164.01	0.01	0.01	142.01	0.01	97.01	0.01	0.01	88.01	0.01	0.01	57.01	0.01	171.01	203.01	0.01	44.01	101.01
0.01	220.01	49.01	173.01	44.01	50.01	302.01	0.01	0.01	86.01	0.01	0.01	49.01	262.01	0.01	59.01	201.01	123.01	0.01	87.01	8.01	108.01	0.01	0.01	82.01
0.01	0.01	0.01	414.01	0.01	0.01	0.01	417.01	0.01	0.01	0.01	0.01	0.01	709.01	105.01	0.01	82.01	0.01	0.01	0.01	0.01	87.01	0.01	0.01	58.01
0.01	38.01	192.01	46.01	0.01	14.01	0.01	299.01	0.01	0.01	0.01	182.01	0.01	0.01	88.01	0.01	0.01	87.01	665.01	115.01	0.01	0.01	0.01	114.01	0.01
154.01	37.01	0.01	0.01	0.01	0.01	77.01	0.01	899.01	0.01	0.01	0.01	0.01	0.01	237.01	0.01	0.01	0.01	182.01	0.01	0.01	104.01	147.01	0.01	0.01
0.01	0.01	1348.01	0.01	48.01	0.01	0.01	249.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	1.01	0.01	191.01
0.01	847.01	262.01	0.01	318.01	0.01	0.01	262.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	71.01	0.01	74.01	0.01	0.01	0.01
6.01	190.01	0.01	0.01	0.01	0.01	405.01	177.01	0.01	0.01	0.01	259.01	30.01	0.01	116.01	104.01	148.01	90.01	57.01	0.01	68.01	73.01	0.01	0.01	92.01
0.01	0.01	0.01	1813.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	1.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
0.01	0.01	0.01	0.01	0.01	0.01	0.01	2.01	0.01	0.01	0.01	0.01	0.01	2.01	0.01	1406.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	348.01	48.01
0.01	0.01	0.01	0.01	0.01	0.01	0.01	197.01	0.01	0.01	0.01	0.01	0.01	330.01	0.01	0.01	463.01	0.01	0.01	0.01	0.01	0.01	129.01	0.01	677.01
0.01	0.01	24.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	656.01	0.01	1097.01	0.01	0.01	0.01	0.01	0.01
0.01	0.01	0.01	8.01	0.01	0.01	68.01	0.01	1098.01	0.01	12.01	0.01	0.01	324.01	194.01	5.01	0.01	0.01	0.01	0.01	0.01	0.01	64.01	0.01	0.01
0.01	208.01	0.01	559.01	0.01	22.01	0.01	383.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	586.01	0.01
0.01	0.01	2.01	0.01	0.01	0.01	0.01	58.01	0.01	0.01	0.01	306.01	0.01	0.01	684.01	0.01	0.01	291.01	0.01	228.01	7.01	162.01	0.01	18.01	0.01
0.01	155.01	70.01	34.01	0.01	0.01	0.01	0.01	129.01	126.01	208.01	0.01	0.01	153.01	0.01	393.01	66.01	0.01	0.01	0.01	0.01	0.01	0.01	415.01	0.01
0.01	155.01	103.01	80.01	0.01	0.01	322.01	37.01	0.01	51.01	183.01	0.01	126.01	0.01	0.01	0.01	0.01	0.01	96.01	0.01	0.01	210.01	173.01	203.01	0.01
0.01	0.01	0.01	0.01	0.01	0.01	213.01	0.01	606.01	0.01	103.01	0.01	0.01	311.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	162.01	246.01	0.01	94.01
0.01	159.01	0.01	416.01	0.01	0.01	0.01	593.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	562.01	0.01
0.01	139.01	0.01	0.01	2.01	0.01	0.01	560.01	0.01	0.01	0.01	1020.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
0.01	0.01	94.01	80.01	0.01	0.01	0.01	681.01	0.01	0.01	46.01	0.01	0.01	457.01	79.01	0.01	53.01	22.01	0.01	0.01	169.01	32.01	0.01	0.01	0.01
0.01	97.01	59.01	30.01	29.01	0.01	80.01	97.01	0.01	0.01	0.01	42.01	0.01	352.01	0.01	72.01	157.01	75.01	0.01	0.01	95.01	181.01	0.01	0.01	321.01
0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	2.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	1673.01	0.01	0.01
0.01	81.01	0.01	4.01	0.01	0.01	36.01	1046.01	0.01	0.01	0.01	495.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
0.01	0.01	94.01	0.01	0.01	0.01	0.01	305.01	337.01	0.01	75.01	0.01	186.01	0.01	0.01	0.01	496.01	0.01	0.01	0.01	0.01	0.01	66.01	0.01	96.01
108.01	55.01	84.01	0.01	0.01	0.01	441.01	64.01	102.01	0.01	0.01	0.01	40.01	170.01	0.01	18.01	0.01	53.01	0.01	0.01	92.01	95.01	240.01	0.01	90.01
265.01	46.01	0.01	43.01	8.01	0.01	105.01	0.01	661.01	0.01	0.01	0.01	0.01	0.01	285.01	0.01	0.01	151.01	0.01	0.01	0.01	0.01	0.01	0.01	84.01
375.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	514.01	0.01	550.01	0.01	0.01	43.01	0.01	0.01	59.01	0.01	106.01
0.01	0.01	1562.01	0.01	0.01	0.01	0.01	77.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
0.01	304.01	0.01	109.01	0.01	0.01	0.01	444.01	0.01	0.01	84.01	486.01	0.01	0.01	0.01	206.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
339.01	0.01	0.01	20.01	94.01	0.01	518.01	0.01	382.01	0.01	0.01	0.01	0.01	1.01	0.01	48.01	0.01	175.01	0.01	54.01	0.01	0.01	0.01	0.01	0.01
169.01	0.01	0.01	26.01	0.01	0.01	702.01	0.01	0.01	0.01	0.01	0.01	0.01	149.01	241.01	0.01	0.01	0.01	194.01	0.01	0.01	144.01	0.01	0.01	0.01
0.01	0.01	0.01	598.01	0.01	0.01	0.01	892.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	134.01	0.01
0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	370.01	0.01	0.01	1.01	0.01	0.01	0.01	0.01	0.01	1251.01
32.01	0.01	0.01	0.01	0.01	0.01	0.01	660.01	0.01	0.01	0.01	852.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	63.01	0.01
342.01	0.01	0.01	46.01	0.01	0.01	743.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	76.01	85.01	0.01	0.01	292.01	0.01	0.01	0.01	23.01	0.01	0.01
0.01	0.01	0.01	259.01	0.01	0.01	0.01	147.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	1192.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
0.01	1534.01	0.01	12.01	0.01	0.01	42.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
0.01	0.01	0.01	13.01	111.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	70.01	0.01	502.01	0.01	0.01	0.01	456.01	0.01	72.01	143.01	41.01	177.01	0.01
0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	1576.01	0.01	0.01	0.01	0.01
0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	37.01	0.01	299.01	0.01	0.01	0.01	0.01	0.01	0.01	1238.01	0.01	0.01	0.01
0.01	0.01	0.01	0.01	0.01	0.01	0.01	130.01	0.01	0.01	0.01	931.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	509.01
0.01	0.01	69.01	0.01	0.01	0.01	0.01	262.01	0.01	21.01	96.01	0.01	216.01	0.01	0.01	2.01	0.01	0.01	405.01	0.01	0.01	436.01	0.01	0.01	55.01
0.01	45.01	64.01	0.01	0.01	0.01	0.01	196.01	0.01	142.01	125.01	0.01	0.01	191.01	0.01	0.01	0.01	0.01	0.01	0.01	77.01	0.01	637.01	51.01	33.01
0.01	0.01	0.01	37.01	263.01	0.01	799.01	0.01	0.01	0.01	0.01	0.01	58.01	70.01	0.01	51.01	0.01	174.01	0.01	32.01	69.01	0.01	0.01	0.01	0.01
93.01	38.01	0.01	0.01	0.01	0.01	236.01	0.01	152.01	59.01	0.01	0.01	0.01	148.01	0.01	59.01	0.01	581.01	0.01	118.01	0.01	0.01	0.01	0.01	52.01
0.01	0.01	292.01	0.01	0.01	0.01	0.01	359.01	0.01	0.01	392.01	160.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	285.01	1.01	0.01	0.01	31.01
0.01	0.01	78.01	119.01	0.01	0.01	364.01	0.01	195.01	0.01	83.01	0.01	115.01	0.01	0.01	58.01	15.01	108.01	0.01	0.01	194.01	80.01	111.01	0.01	0.01
0.01	0.01	357.01	0.01	0.01	0.01	0.01	283.01	0.01	0.01	2.01	0.01	0.01	0.01	0.01	132.01	0.01	0.01	0.01	0.01	0.01	0.01	43.01	275.01	426.01
0.01	0.01	0.01	0.01	0.01	0.01	284.01	0.01	0.01	0.01	135.01	0.01	242.01	0.01	0.01	0.01	2.01	0.01	0.01	0.01	0.01	200.01	644.01	0.01	0.01
99.01	0.01	118.01	44.01	127.01	0.01	183.01	0.01	0.01	192.01	3.01	0.01	0.01	179.01	49.01	0.01	0.01	281.01	1.01	26.01	28.01	0.01	68.01	0.01	106.01
0.01	43.01	0.01	101.01	0.01	0.01	45.01	0.01	461.01	0.01	0.01	0.01	0.01	313.01	145.01	0.01	0.01	0.01	0.01	0.01	41.01	90.01	151.01	0.01	110.01
217.01	241.01	7.01	105.01	0.01	0.01	310.01	0.01	221.01	0.01	0.01	0.01	0.01	0.01	0.01	35.01	112.01	136.01	0.01	0.01	47.01	0.01	0.01	68.01	0.01
179.01	30.01	0.01	0.01	461.01	0.01	0.01	0.01	0.01	0.01	0.01	482.01	0.01	0.01	0.01	0.01	0.01	68.01	0.01	0.01	0.01	169.01	0.01	103.01	0.01
0.01	0.01	131.01	0.01	80.01	0.01	75.01	0.01	417.01	0.01	0.01	0.01	0.01	452.01	0.01	1.01	0.01	0.01	0.01	0.01	0.01	103.01	0.01	79.01	153.01
0.01	47.01	129.01	0.01	0.01	0.01	0.01	548.01	65.01	0.01	7.01	212.01	0.01	0.01	0.01	152.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	173.01	158.01
0.01	81.01	0.01	0.01	0.01	0.01	700.01	1.01	0.01	79.01	0.01	0.01	0.01	0.01	0.01	39.01	0.01	273.01	0.01	69.01	83.01	0.01	137.01	0.01	26.01
159.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	3.01	0.01	0.01	0.01	504.01	0.01	0.01	0.01	425.01	56.01	0.01	0.01	0.01	106.01	153.01	0.01	77.01
0.01	0.01	0.01	81.01	0.01	0.01	0.01	1401.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	1153.01	0.01	65.01	0.01	1.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	257.01	0.01	0.01
263.01	1.01	0.01	0.01	0.01	0.01	356.01	0.01	325.01	121.01	0.01	0.01	0.01	0.01	0.01	73.01	220.01	0.01	0.01	0.01	0.01	97.01	0.01	0.01	17.01
0.01	74.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	389.01	0.01	443.01	0.01	0.01	0.01	566.01	0.01
0.01	0.01	59.01	46.01	0.01	0.01	0.01	13.01	0.01	0.01	123.01	0.01	88.01	577.01	0.01	0.01	0.01	0.01	0.01	0.01	228.01	330.01	0.01	0.01	0.01
0.01	0.01	0.01	0.01	0.01	0.01	24.01	80.01	486.01	2.01	0.01	0.01	0.01	0.01	92.01	0.01	0.01	0.01	0.01	0.01	0.01	573.01	0.01	201.01	0.01
